"Id";"Title";"First Name";"Second Name";"Job";"Email";"Alternative Email";"Electorate";"Party";"Portfolios";"Website";"Twitter";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax"
;"Mrs";"Natasha";"Griggs";;;;"Solomon";"CLP";;;;1;1;"PO Box 2163";;"Darwin";"NT";801;"(08) 8981 3434";;"(08) 8981 8731";3;1;"PO Box 6079";"Parliament House";"Canberra";"ACT";2657;"(02) 6277 2392";;"(02) 6277 8479";;;;;;;;;;
;"Mr";"Barry";"Haase";;;;"Durack";"LP";;;;1;0;"2B/209 Foreshore Drive";;"Geraldton";"WA";6530;"(08) 9964 2195";;"(08) 9921 7990";3;1;"PO Box 6080";"Parliament House";"Canberra";"ACT";2658;"(02) 6277 4154";;"(02) 6277 8576";;;;;;;;;;
;"Ms";"Jill";"Hall";"Government Whip";;;"Shortland";"ALP";;;;1;1;"PO Box 499";;"Belmont";"NSW";2280;"(02) 4947 9711";;"(02) 4947 9722";3;1;"PO Box 6081";"Parliament House";"Canberra";"ACT";2659;"(02) 6277 4492";;"(02) 6277 8505";;;;;;;;;;
;"Mr";"Luke";"Hartsuyker";;;;"Cowper";"Nats";;;;1;1;"PO Box 2056";;"Coffs Harbour";"NSW";2450;"(02) 6652 6233";;"(02) 6651 4346";3;1;"PO Box 6082";"Parliament House";"Canberra";"ACT";2660;"(02) 6277 4447";;"(02) 6277 8410";;;;;;;;;;
;"Mr";"Alex";"Hawke";;;;"Mitchell";"LP";;;;1;1;"PO Box 1173";;"Castle Hill";"NSW";2154;"(02) 9899 7211";;"(02) 9899 7990";3;1;"PO Box 6083";"Parliament House";"Canberra";"ACT";2661;"(02) 6277 4430";;"(02) 6277 8522";;;;;;;;;;
;"Mr";"Chris";"Hayes";;;;"Fowler";"ALP";;;;1;1;"PO Box 205";;"Cabramatta";"NSW";2166;"(02) 9726 3988";;"(02) 9727 2240";3;1;"PO Box 6084";"Parliament House";"Canberra";"ACT";2662;"(02) 6277 4682";;"(02) 6277 8523";;;;;;;;;;
;"Mr";"Jo";"Hockey";;;;"North Sydney";"LP";;;;1;1;"PO Box 1107";;"North Sydney";"NSW";2059;"(02) 9929 9822";;"(02) 9929 9833";3;1;"PO Box 6085";"Parliament House";"Canberra";"ACT";2663;"(02) 6277 4854";;"(02) 6277 8401";;;;;;;;;;
;"Mr";"Greg";"Hunt";;;;"Flinders";"LP";;;;1;1;"PO Box 274";;"Hastings";"Vic";3915;"(03) 5979 3188";;"(03) 5979 3034";3;1;"PO Box 6086";"Parliament House";"Canberra";"ACT";2664;"(02) 6277 2276";;"(02) 6277 8446";;;;;;;;;;
;"Mr";"Ed";"Husic";"Government Whip";;;"Chifley";"ALP";;;;1;1;"PO Box 259";;"Mt Druitt";"NSW";2770;"(02) 9625 4344";;"(02) 9832 2641";3;1;"PO Box 6087";"Parliament House";"Canberra";"ACT";2665;"(02) 6277 4488";;"(02) 6277 8590";;;;;;;;;;
;"Mr";"Steve";"Irons";;;;"Swan";"LP";;;;1;1;"PO Box 1060";;"East Victoria Park";"WA";6981;"(08) 9355 0099";;"(08) 9355 0199";3;1;"PO Box 6088";"Parliament House";"Canberra";"ACT";2666;"(02) 6277 4337";;"(02) 6277 8494";;;;;;;;;;
;"Mr";"Harry";"Jenkins";;;;"Scullin";"ALP";;;;1;1;"PO Box 167";;"Mill Park";"Vic";3082;"(03) 9404 1911";;"(03) 9404 1725";3;1;"PO Box 6089";"Parliament House";"Canberra";"ACT";2667;"(02) 6277 4970";;"(02) 6277 8599";;;;;;;;;;
;"Dr";"Dennis";"Jensen";;;;"Tangney";"LP";;;;1;1;"PO Box 329";;"Willetton";"WA";6955;"(08) 9354 9633";;"(08) 9354 9233";3;1;"PO Box 6090";"Parliament House";"Canberra";"ACT";2668;"(02) 6277 4156";;"(02) 6277 8460";;;;;;;;;;
;"Mr";"Ewen";"Jones";;;;"Herbert";"LP";;;;1;1;"PO Box 226";;"Aitkenvale";"Qld";4814;"(07) 4725 2066";;"(07) 4725 2088";3;1;"PO Box 6091";"Parliament House";"Canberra";"ACT";2669;"(02) 6277 4693";;"(02) 6277 8551";;;;;;;;;;
;"Mr";"Stephen";"Jones";;;;"Throsby";"ALP";;;;1;1;"PO Box 864";;"Dapto";"NSW";2530;"(02) 4262 6122";;"(02) 4262 6155";3;1;"PO Box 6092";"Parliament House";"Canberra";"ACT";2670;"(02) 6277 4661";;"(02) 6277 8548";;;;;;;;;;
;"Mr";"Bob";"Katter";;;;"Kennedy";"AUS";;;;1;1;"PO Box 1638";;"Innisfail";"Qld";4860;"(07) 4061 6066";;"(07) 4061 6566";3;1;"PO Box 6093";"Parliament House";"Canberra";"ACT";2671;"(02) 6277 4978";;"(02) 6277 8558";;;;;;;;;;
;"Mr";"Michael";"Keenan";;;;"Stirling";"LP";;;;1;1;"PO Box 261";;"Osborne Park";"WA";6917;"(08) 9440 3999";;"(08) 9440 3988";3;1;"PO Box 6094";"Parliament House";"Canberra";"ACT";2672;"(02) 6277 4223";;"(02) 6277 8490";;;;;;;;;;
;"Mr";"Craig";"Kelly";;;;"Hughes";"LP";;;;1;1;"PO Box 1014";;"Sutherland";"NSW";1499;"(02) 9521 6262";;"(02) 9545 0927";3;1;"PO Box 6095";"Parliament House";"Canberra";"ACT";2673;"(02) 6277 4366";;"(02) 6277 8567";;;;;;;;;;
;"Dr";"Mike";"Kelly";"Parliamentary Secretary for Defence";;;"Eden-Monaro";"ALP";;;;1;1;"PO Box 214";;"Queanbeyan";"NSW";2620;"(02) 6284 2211";;"(02) 6284 2250";3;1;"PO Box 6096";"Parliament House";"Canberra";"ACT";2674;"(02) 6277 4840";;"(02) 6277 8556";;;;;;;;;;
;"Ms";"Catherine";"King";"Parliamentary Secretary for Infrastructure and Transport, Parliamentary Secretary for Health and Ageing";;;"Ballarat";"ALP";;;;1;0;"5 Lydiard Street North";;"Ballarat";"Vic";3350;"(03) 5338 8123";;"(03) 5333 7710";3;1;"PO Box 6097";"Parliament House";"Canberra";"ACT";2675;"(02) 6277 4230";;"(02) 6277 8428";;;;;;;;;;
;"Mr";"Andrew";"Laming";;;;"Bowman";"LP";;;;1;1;"PO Box 8024";;"Cleveland";"Qld";4163;"(07) 3821 0155";;"(07) 3821 3799";3;1;"PO Box 6098";"Parliament House";"Canberra";"ACT";2676;"(02) 6277 4258";;"(02) 6277 8503";;;;;;;;;;
;"Dr";"Andrew";"Leigh";;;;"Fraser";"ALP";;;;1;0;"Unit 8";"1 Torrens St";"Braddon";"ACT";2612;"(02) 6247 4396 or 6247 4037";;"(02) 6247 3457";3;1;"PO Box 6099";"Parliament House";"Canberra";"ACT";2677;"(02) 6277 4140";;"(02) 6277 8469";;;;;;;;;;
